Date,Adj Close,Close,High,Low,Open,Volume,Net Sales/Income from operations,Total Income From Operations,Depreciation,Interest,P/L Before Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,QuarterDate,P/EPS
2025-01-16,1261.4119873046875,1266.449951171875,1275.0,1251.300048828125,1258.9000244140625,14117603,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.07386768647355
2025-01-17,1297.169189453125,1302.3499755859375,1326.0,1285.0,1322.25,29366277,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,94.68388244183394
2025-01-20,1300.2568359375,1305.449951171875,1316.0,1300.25,1316.0,14040244,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,94.90925809762774
2025-01-21,1268.6331787109375,1273.699951171875,1313.0,1270.199951171875,1310.5,14562976,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.60096194970347
2025-01-22,1272.0196533203125,1277.0999755859375,1282.9000244140625,1268.699951171875,1278.300048828125,10273590,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.84814987739507
2025-01-23,1258.6231689453125,1263.6500244140625,1277.3499755859375,1261.5999755859375,1270.0,8720682,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.87030430257757
2025-01-24,1241.34228515625,1246.300048828125,1273.0,1243.5,1266.0,14235970,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.60892592381387
2025-01-27,1224.4595947265625,1229.3499755859375,1240.449951171875,1220.0,1239.0999755859375,9536019,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.3766127537637
2025-01-28,1229.4896240234375,1234.4000244140625,1244.75,1218.5,1238.0,10568025,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.74376817689325
2025-01-29,1230.585205078125,1235.5,1242.75,1228.050048828125,1236.0,5928156,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.82373759694343
2025-01-30,1248.0654296875,1253.050048828125,1257.0,1232.4000244140625,1235.550048828125,9269259,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.09966640054745
2025-01-31,1260.0673828125,1265.0999755859375,1267.0,1249.0,1255.8499755859375,6584612,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.97572137317519
2025-02-01,1259.5693359375,1264.5999755859375,1270.550048828125,1241.0,1265.0999755859375,7118453,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.93936758667884
2025-02-03,1240.94384765625,1245.9000244140625,1256.0,1237.550048828125,1251.0,9252345,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.57984289461679
2025-02-04,1280.08740234375,1285.199951171875,1288.800048828125,1246.5999755859375,1248.050048828125,16691069,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,93.43703666742701
2025-02-05,1273.115234375,1278.199951171875,1290.5,1276.699951171875,1282.6500244140625,10112028,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.92811929744526
2025-02-06,1276.4520263671875,1281.550048828125,1288.0,1270.3499755859375,1273.699951171875,9956001,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,93.17168075672902
2025-02-07,1261.6610107421875,1266.699951171875,1283.699951171875,1262.0,1276.1500244140625,8764283,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.09204457972172
2025-02-10,1248.6629638671875,1253.6500244140625,1266.5,1245.550048828125,1264.5,6970972,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.14328203410128
2025-02-11,1229.937744140625,1234.8499755859375,1264.550048828125,1230.0999755859375,1264.550048828125,8859714,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.77647767449818
2025-02-12,1211.7105712890625,1216.550048828125,1226.9000244140625,1193.3499755859375,1219.449951171875,21131654,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,88.44602710139142
2025-02-13,1211.2623291015625,1216.0999755859375,1228.0,1212.0,1217.050048828125,8511216,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,88.4133086935447
2025-02-14,1212.40771484375,1217.25,1224.0,1205.449951171875,1219.0,10298145,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,88.49691349224453
2025-02-17,1220.02734375,1224.9000244140625,1227.5,1204.5,1211.0999755859375,8166683,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.05309078467154
2025-02-18,1220.525390625,1225.4000244140625,1229.9000244140625,1216.0999755859375,1224.8499755859375,6673250,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.08944457116789
2025-02-19,1222.567138671875,1227.449951171875,1232.75,1217.550048828125,1219.5,6217338,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.23847727531935
2025-02-20,1228.0950927734375,1233.0,1239.3499755859375,1222.0,1223.949951171875,7795582,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.64197757470347
2025-02-21,1223.264404296875,1228.1500244140625,1240.0,1222.1500244140625,1228.699951171875,6904025,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,89.28937257641424
2025-02-24,1209.718505859375,1214.550048828125,1223.25,1210.5,1216.550048828125,7172498,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,88.30062086564782
2025-02-25,1199.21044921875,1204.0,1221.0,1201.5,1211.0,11552182,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,87.53360943202556
2025-02-27,1202.298095703125,1207.0999755859375,1215.0,1200.6500244140625,1212.800048828125,11509215,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,87.75898508781935
2025-02-28,1195.325927734375,1200.0999755859375,1217.3499755859375,1193.300048828125,1202.0,23007298,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,87.2500677178376
2025-03-03,1166.5906982421875,1171.25,1206.449951171875,1156.0,1204.0,17944938,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,85.15260571110858
2025-03-04,1157.2779541015625,1161.9000244140625,1174.0,1159.550048828125,1162.199951171875,11377373,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,84.47284336507757
2025-03-05,1170.9234619140625,1175.5999755859375,1183.0,1157.0,1161.0,8664095,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,85.46886583314325
2025-03-06,1204.7882080078125,1209.5999755859375,1213.949951171875,1185.1500244140625,1197.0,14468014,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,87.94074511005931
2025-03-07,1244.828369140625,1249.800048828125,1254.800048828125,1212.0,1216.0,16474965,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.86338460880475
2025-03-10,1233.4736328125,1238.4000244140625,1258.0,1235.4000244140625,1245.0,11931051,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.0345717381387
2025-03-11,1242.3382568359375,1247.300048828125,1249.5,1229.75,1240.0,10089838,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.68162458656478
2025-03-12,1252.0494384765625,1257.050048828125,1263.0,1244.0,1258.0,11977555,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,91.39046996179289
2025-03-13,1242.9359130859375,1247.9000244140625,1264.1500244140625,1243.8499755859375,1260.050048828125,9505270,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.72524913036041
2025-03-17,1233.9217529296875,1238.8499755859375,1257.4000244140625,1233.0999755859375,1242.1500244140625,16640917,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.06728123574362
2025-03-18,1233.9217529296875,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.06728123574362
2025-03-19,1242.1888427734375,1247.1500244140625,1253.25,1238.800048828125,1241.050048828125,16162399,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,90.67071845061588
2025-03-20,1264.101318359375,1269.1500244140625,1273.0,1250.050048828125,1251.8499755859375,15971477,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.27016922331205
2025-03-21,1271.2725830078125,1276.3499755859375,1281.0,1270.0999755859375,1275.0,21780769,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.79361919765056
2025-03-24,1296.920166015625,1302.0999755859375,1306.0,1284.25,1291.0,20299319,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,94.66570554858578
2025-03-25,1280.33642578125,1285.449951171875,1307.699951171875,1282.5999755859375,1307.699951171875,13713899,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,93.45521356067519
2025-03-26,1267.98583984375,1273.050048828125,1293.800048828125,1268.75,1291.0,12074747,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.5537109375
2025-03-27,1273.115234375,1278.199951171875,1285.0,1271.300048828125,1278.1500244140625,15028056,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.92811929744526
2025-03-28,1270.027587890625,1275.0999755859375,1295.75,1269.0,1280.0,18147129,"2,39,986","2,39,986","13,181","6,179","28,643","21,804","13,532",13.7,2024-12-31,92.70274364165147
2025-04-01,1247.6170654296875,1252.5999755859375,1277.9000244140625,1249.300048828125,1264.5999755859375,12099648,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,87.00258475799774
2025-04-02,1246.1729736328125,1251.1500244140625,1255.550048828125,1243.9000244140625,1247.550048828125,10142590,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,86.90188100647228
2025-04-03,1243.732666015625,1248.699951171875,1251.800048828125,1233.050048828125,1233.050048828125,7434366,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,86.73170613777022
2025-04-04,1199.9075927734375,1204.699951171875,1245.449951171875,1193.1500244140625,1241.0999755859375,17908652,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,83.6755643496121
2025-04-07,1161.062744140625,1165.699951171875,1171.25,1114.8499755859375,1132.199951171875,22156106,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,80.96671855931834
2025-04-08,1177.4971923828125,1182.199951171875,1196.5999755859375,1163.300048828125,1172.0,19555040,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,82.11277492209292
2025-04-09,1180.6346435546875,1185.3499755859375,1189.800048828125,1168.0,1169.5,10223104,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,82.33156510144265
2025-04-11,1214.1009521484375,1218.949951171875,1222.6500244140625,1195.1500244140625,1195.1500244140625,11224242,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,84.66533836460512
2025-04-15,1235.1668701171875,1240.0999755859375,1251.0,1237.0999755859375,1251.0,13378535,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,86.1343703010591
2025-04-16,1234.3701171875,1239.300048828125,1240.9000244140625,1229.0,1234.0999755859375,8248464,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,86.07880872995119
2025-04-17,1269.4300537109375,1274.5,1280.199951171875,1227.5999755859375,1240.199951171875,15398401,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,88.52371364790359
2025-04-21,1290.346435546875,1295.5,1300.9000244140625,1267.0,1270.0,10429964,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,89.9823176810931
2025-04-22,1286.0635986328125,1291.199951171875,1303.9000244140625,1286.300048828125,1300.0,13051707,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,89.68365401902459
2025-04-23,1294.82861328125,1300.0,1306.0,1285.4000244140625,1297.0,10480888,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,90.2948823766562
2025-04-24,1296.4222412109375,1301.5999755859375,1304.5,1290.300048828125,1292.4000244140625,10468940,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,90.40601403144613
2025-04-25,1295.22705078125,1300.4000244140625,1325.199951171875,1288.0999755859375,1303.5,14431012,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,90.32266741849722
2025-04-28,1363.35498046875,1368.800048828125,1374.5999755859375,1320.199951171875,1340.0,31104496,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,95.07356907034519
2025-04-29,1394.1319580078125,1399.699951171875,1410.9000244140625,1370.0,1371.0,32538970,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,97.21980181365498
2025-04-30,1399.410888671875,1405.0,1412.4000244140625,1369.0,1402.0,25480745,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,97.58792808032601
2025-05-02,1414.152099609375,1419.800048828125,1426.699951171875,1409.0999755859375,1414.0,13007841,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.61590652785041
2025-05-05,1425.6063232421875,1431.300048828125,1439.5,1426.9000244140625,1431.0,12685649,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,99.41466689276064
2025-05-06,1415.2476806640625,1420.9000244140625,1432.0,1410.5999755859375,1431.0,14084117,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.69230688033909
2025-05-07,1400.4068603515625,1406.0,1424.4000244140625,1402.699951171875,1420.9000244140625,13440169,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,97.65738217235443
2025-05-08,1401.4029541015625,1407.0,1420.800048828125,1398.0,1404.0999755859375,16106175,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,97.72684477695694
2025-05-09,1371.721435546875,1377.199951171875,1394.800048828125,1374.5,1385.5,13668904,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,95.65700387356172
2025-05-12,1430.7855224609375,1436.5,1439.0,1400.0,1400.0,10674081,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,99.77583838639731
2025-05-13,1410.0682373046875,1415.699951171875,1447.699951171875,1412.4000244140625,1433.5,11407896,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.33111836155422
2025-05-14,1418.7337646484375,1424.4000244140625,1429.9000244140625,1415.5,1420.0,5570160,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.9354089712997
2025-05-15,1448.4151611328125,1454.199951171875,1461.4000244140625,1412.699951171875,1425.0,20177211,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,101.00524136212081
2025-05-16,1450.6064453125,1456.4000244140625,1461.0,1447.300048828125,1453.199951171875,9036695,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,101.15805057967225
2025-05-19,1435.0684814453125,1440.800048828125,1454.5999755859375,1438.199951171875,1452.0999755859375,6195791,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,100.07451056103993
2025-05-20,1418.932861328125,1424.5999755859375,1445.0,1421.800048828125,1438.199951171875,11270560,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.9492929796461
2025-05-21,1423.5145263671875,1429.199951171875,1436.199951171875,1418.0999755859375,1423.9000244140625,6136364,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,99.26879542309537
2025-05-22,1403.79345703125,1409.4000244140625,1423.800048828125,1396.9000244140625,1421.199951171875,12134466,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,97.89354651542887
2025-05-23,1421.124267578125,1426.800048828125,1433.800048828125,1406.5999755859375,1406.5999755859375,6474883,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,99.10211070977162
2025-05-26,1429.0924072265625,1434.800048828125,1441.0,1425.0999755859375,1432.0,4842944,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,99.65776898372124
2025-05-27,1416.44287109375,1422.0999755859375,1437.0,1413.9000244140625,1426.0999755859375,12640414,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.775653493288
2025-05-28,1407.279541015625,1412.9000244140625,1422.5999755859375,1410.699951171875,1420.0999755859375,5944611,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.13664860638947
2025-05-29,1412.1600341796875,1417.800048828125,1420.0,1408.5999755859375,1412.0999755859375,13771917,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.4769898312195
2025-05-30,1415.2476806640625,1420.9000244140625,1430.5999755859375,1409.699951171875,1418.0,13788484,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.69230688033909
2025-06-02,1408.0762939453125,1413.699951171875,1417.5,1395.5999755859375,1412.0999755859375,8098668,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,98.19221017749739
2025-06-03,1399.908935546875,1405.5,1426.5,1403.4000244140625,1422.300048828125,11252626,"2,61,388","2,61,388","13,479","6,155","29,103","22,434","13,532",14.34,2025-03-31,97.62265938262726
